station,province,lat,lon,elevator_rows,n_owners,n_years,first_year,last_year,top_owner,top_rail,max_capacity_bushels,coord_source
Bethany,MANITOBA,50.3125,-99.75,40,10,22,1911,1943,Ogilvie Flour Mills Co Ltd,Canadian Northern Ry Co,35000,cgn_direct
Decker,MANITOBA,50.27,-100.78167,40,12,22,1911,1943,N Bawlf Grain Co Ltd,Canadian National Rys,60000,cgn_direct
Giroux,MANITOBA,49.57444,-96.56722,40,6,22,1911,1943,Western Canada Flour Mills Co Ltd,Canadian National Rys,30000,cgn_direct
Moline,MANITOBA,50.18056,-100.18611,40,9,21,1911,1943,United Grain Growers Ltd,Canadian National Rys,35000,cgn_direct
Myrtle,MANITOBA,49.35333,-97.83667,40,10,23,1911,1943,United Grain Growers Ltd,Canadian Northern Ry Co,56000,cgn_direct
Avonhurst,SASKATCHEWAN,50.63337,-104.13387,40,9,23,1911,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Carnegie,MANITOBA,49.97472,-100.09,40,8,22,1912,1943,Ogilvie Flour Mills Co Ltd,Canadian Pacific,35000,cgn_direct
Dunelm,SASKATCHEWAN,50.18337,-107.81734,40,6,21,1912,1943,State Elevator Co Ltd,Canadian Pacific,31000,cgn_direct
Tantallon,MANITOBA,50.53551,-101.84084,40,9,20,1912,1943,North Star Grain Co Ltd,Canadian Pacific,50000,cgn_direct
Talmage,SASKATCHEWAN,49.78336,-103.66721,40,7,21,1912,1943,Standard Elevator Co Ltd,Canadian National Rys,30000,cgn_direct
Uren,SASKATCHEWAN,50.47428,-106.76588,40,7,21,1913,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,30000,cgn_direct
Bayard,SASKATCHEWAN,50.02059,-105.28813,40,10,21,1913,1943,Reliance Grain Co Ltd,Canadian National Rys,35000,cgn_direct
Cavell,SASKATCHEWAN,52.25783,-108.58752,40,9,17,1917,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Lake Valley,SASKATCHEWAN,50.63384,-106.03129,40,12,20,1914,1943,Security Elevator Co Ltd,Canadian National Rys,35000,cgn_direct
Millicent,ALBERTA,50.71028,-111.77889,40,6,19,1915,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,35000,cgn_direct
Ribstone,ALBERTA,52.70694,-110.26444,40,9,16,1916,1943,United Grain Growers Ltd,Canadian National Rys,41000,cgn_direct
Vimy,ALBERTA,54.06667,-113.65,40,7,12,1923,1943,Gillespie Grain Co Ltd,Canadian National Rys,63000,cgn_direct
Wembley,ALBERTA,55.15556,-119.14583,40,7,11,1924,1943,Alberta Pacific Grain Co Ltd,Canadian Northern Alberta Ry Co,73000,cgn_direct
Coderre,SASKATCHEWAN,50.13514,-106.38411,40,10,9,1925,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,33000,cgn_direct
Prud'homme,SASKATCHEWAN,52.33775,-105.89048,40,10,9,1926,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,45000,cgn_direct
Dropmore,MANITOBA,51.01694,-101.44222,39,6,22,1911,1943,United Grain Growers Ltd,Canadian National Rys,35000,cgn_direct
Valley River,MANITOBA,51.24806,-100.14306,39,10,23,1911,1943,United Grain Growers Ltd,Canadian National Rys,40000,cgn_direct
Cana,SASKATCHEWAN,50.88303,-102.64534,39,6,23,1911,1943,Security Elevator Co Ltd,Canadian National Rys,35000,cgn_direct
Jasmin,SASKATCHEWAN,51.22834,-103.64619,39,13,22,1911,1943,Standard Elevator Co Ltd,Canadian National Rys,54000,cgn_direct
Leross,SASKATCHEWAN,51.28845,-103.87076,39,12,22,1911,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,30000,cgn_direct
Rapid City,MANITOBA,50.12083,-100.03583,39,12,18,1912,1943,Northern Elevator Co Ltd,Canadian Pacific,50000,cgn_direct
Crowfoot,ALBERTA,50.81861,-112.64944,39,16,22,1912,1943,Alberta Pacific Grain Co Ltd No 1,Canadian Pacific,40000,cgn_direct
Portage la Prairie,MANITOBA,49.97278,-98.29194,39,20,11,1915,1943,Lake Of The Woods Milling Co Ltd,Canadian Pacific,125000,cgn_direct
Greene,SASKATCHEWAN,51.61673,-109.86745,39,5,19,1915,1943,Province Elevator Co Ltd,Canadian National Rys,30000,cgn_direct
Hoosier,SASKATCHEWAN,51.6241,-109.73733,39,11,19,1915,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,30000,cgn_direct
Vauxhall,ALBERTA,50.06833,-112.10667,39,5,17,1917,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,73000,cgn_direct
Duagh,ALBERTA,53.72528,-113.38167,39,7,16,1918,1943,United Grain Growers Ltd,Canadian National Rys,45000,cgn_direct
Villeneuve,ALBERTA,53.65639,-113.81167,39,9,16,1917,1943,Gillespie Grain Co Ltd,Canadian National Rys,65000,cgn_direct
Delacour,ALBERTA,51.15167,-113.77333,39,5,15,1919,1943,Independent Grain Co Ltd,Canadian National Rys,41000,cgn_direct
Elnora,ALBERTA,51.99056,-113.20083,39,7,16,1916,1943,Independent Grain Co Ltd,Canadian National Rys,64600,cgn_direct
Pleasantdale,SASKATCHEWAN,52.5765,-104.50662,39,7,12,1923,1943,Searle Grain Co Ltd,Canadian Pacific,35000,cgn_direct
Grimshaw,ALBERTA,56.18861,-117.60583,39,12,9,1926,1943,Alberta Pacific Grain Co Ltd,Canadian Northern Alberta Ry Co,113000,cgn_direct
Stonewall,MANITOBA,50.13444,-97.32611,38,6,21,1911,1943,Western Canada Flour Mills Co Ltd,Canadian Pacific,40000,cgn_direct
Trossachs,SASKATCHEWAN,49.63537,-104.22528,38,11,20,1911,1943,Federal Grain Co Ltd,Canadian Pacific,35000,cgn_direct
Tees,ALBERTA,52.4675,-113.32083,38,8,22,1911,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,35000,cgn_direct
New Westminster,BRITISH COLUMBIA,49.20667,-122.91056,38,17,18,1911,1930,Grain Growers B C Agency Ltd,Canadian Pacific,150000,cgn_direct
Woodnorth,MANITOBA,49.7325,-101.08111,38,8,20,1911,1943,British America Elevator Co Ltd,Canadian National Rys,37000,cgn_direct
Donald,ALBERTA,52.58361,-112.57417,38,12,13,1911,1943,United Grain Growers Ltd,Canadian National Rys,105000,agent_high
Fort Qu'Appelle,SASKATCHEWAN,50.76567,-103.79034,38,8,22,1911,1943,Security Elevator Co Ltd,Canadian National Rys,30000,cgn_direct
Gorlitz,SASKATCHEWAN,51.46075,-102.44354,38,11,21,1911,1943,N Bawlf Grain Co Ltd,Canadian National Rys,35000,cgn_direct
Kenora,MANITOBA,49.81611,-94.435,38,9,21,1911,1943,Maple Leaf Milling Co Ltd,Canadian Pacific,5750000,cgn_direct
Kingston,ONTARIO,44.30667,-76.41639,38,12,22,1911,1943,James Richardson & Sons Ltd,Canadian Pacific,2500000,cgn_direct
Bratton,SASKATCHEWAN,51.4167,-107.16731,38,7,22,1912,1943,International Elevator Co Ltd,Canadian Northern Ry Co,38000,cgn_direct
Burgis,SASKATCHEWAN,51.55947,-102.48589,38,9,22,1912,1943,N Bawlf Grain Co Ltd,Canadian National Rys,35000,cgn_direct
Mantario,SASKATCHEWAN,51.26111,-109.69528,38,6,14,1920,1943,State Elevator Co Ltd,Canadian National Rys,35000,cgn_direct
Sturdee,SASKATCHEWAN,51.20642,-102.35747,38,8,18,1915,1943,N Bawlf Grain Co Ltd,Canadian National Rys,60000,cgn_direct
Gallivan,SASKATCHEWAN,52.75007,-108.83404,38,5,19,1915,1943,Security Elevator Co Ltd,Canadian National Rys,30000,cgn_direct
Chin,ALBERTA,49.76333,-112.44583,38,9,17,1917,1943,Ellison Milling & Elevator Co Ltd,Canadian Pacific,73000,cgn_direct
Redland,ALBERTA,51.28972,-113.00806,38,8,17,1917,1943,Home Grain Co Ltd,Canadian National Rys,81000,cgn_direct
Greenshields,ALBERTA,52.79417,-110.76639,38,8,17,1916,1943,Security Elevator Co Ltd,Canadian National Rys,73000,cgn_direct
Streamstown,ALBERTA,53.4275,-110.17917,38,12,9,1926,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,40000,cgn_direct
Mankota,SASKATCHEWAN,49.42066,-107.07176,38,8,7,1928,1943,Saskatchewan Pool Elevators Ltd,Canadian Pacific,50000,cgn_direct
Wishart,SASKATCHEWAN,51.54628,-103.97714,38,6,7,1928,1943,Inter-ocean Grain Co Ltd,Canadian Pacific,50000,cgn_direct
Paradise Valley,ALBERTA,53.03278,-110.29583,38,8,6,1929,1943,Searle Grain Co Ltd,Canadian Pacific,73000,cgn_direct
St. Michael,ALBERTA,53.83028,-112.63583,38,13,6,1929,1943,Federal Grain Ltd,Canadian Pacific,40000,cgn_direct
Dalny,MANITOBA,49.09944,-100.9025,37,8,14,1911,1943,Lake Of The Woods Milling Co Ltd,Canadian Pacific,50000,cgn_direct
Dufrost,MANITOBA,49.35833,-97.05167,37,11,22,1911,1943,N M Paterson & Co Ltd,Canadian Pacific,45000,cgn_direct
Teulon,MANITOBA,50.38583,-97.26111,37,6,21,1911,1943,N M Paterson & Co Ltd,Canadian Pacific,35000,cgn_direct
Esk,SASKATCHEWAN,51.80979,-104.84519,37,9,22,1911,1943,Maple Leaf Milling Co Ltd,Canadian Pacific,35000,cgn_direct
Tuffnell,SASKATCHEWAN,51.64407,-103.36814,37,14,23,1911,1943,Peaker Gibson Grain Co Ltd,Canadian Pacific,30000,cgn_direct
Staveley,ALBERTA,50.16111,-113.64167,37,14,8,1911,1930,Alberta Pacific Grain Co Ltd,Canadian Pacific,90000,agent_high
Erickson,MANITOBA,50.49806,-99.91139,37,10,21,1911,1943,Manitoba Pool Elevators Ltd,Canadian National Rys,50000,cgn_direct
McCreary,MANITOBA,50.77306,-99.49222,37,6,22,1911,1943,United Grain Growers Ltd,Canadian National Rys,30000,cgn_direct
Cantuar,SASKATCHEWAN,50.37306,-108.00952,37,12,11,1912,1943,Saskatchewan Pool Elevators Ltd,Canadian Pacific,35000,cgn_direct
Minitonas,MANITOBA,52.08611,-101.03917,37,9,22,1912,1943,United Grain Growers Ltd,Canadian National Rys,37000,cgn_direct
Cracknell,MANITOBA,50.8625,-101.24056,37,8,13,1921,1943,United Grain Growers Ltd,Canadian Pacific,35000,cgn_direct
Senate,SASKATCHEWAN,49.27375,-109.70526,37,4,18,1916,1943,State Elevator Co Ltd,Canadian Pacific,30000,cgn_direct
Amsterdam,SASKATCHEWAN,51.7478,-102.45898,37,9,19,1915,1943,Western Canada Flour Mills Co Ltd,Canadian National Rys,55000,cgn_direct
Donwell,SASKATCHEWAN,51.53333,-102.35047,37,10,19,1915,1943,N Bawlf Grain Co Ltd,Canadian National Rys,65000,cgn_direct
Wartime,SASKATCHEWAN,51.21257,-108.19499,37,18,16,1915,1941,Federal Grain Co Ltd,Canadian Northern Ry Co,45000,cgn_direct
Dodsland,SASKATCHEWAN,51.80138,-108.83926,37,10,21,1913,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Armena,ALBERTA,53.1225,-112.94889,37,7,19,1914,1943,United Grain Growers Ltd,Canadian National Rys,47000,cgn_direct
Bellis,ALBERTA,54.14278,-112.15028,37,10,14,1920,1943,Home Grain Co Ltd,Canadian National Rys,35000,cgn_direct
Richmond,SASKATCHEWAN,52.18612,-106.63953,37,6,10,1925,1943,Saskatchewan Pool Elevators Ltd,Canadian Pacific,50000,cgn_direct
Hazlet,SASKATCHEWAN,50.39974,-108.59407,37,6,7,1928,1943,United Grain Growers Ltd,Canadian Pacific,35000,cgn_direct
Gibbs,SASKATCHEWAN,50.90251,-104.86284,36,8,23,1911,1943,Western Elevator Co Ltd,Canadian Pacific,30000,cgn_direct
Hirsch,SASKATCHEWAN,49.18336,-102.60045,36,8,22,1911,1943,Lake Of The Woods Milling Co Ltd,Canadian Pacific,43000,cgn_direct
Invermay,SASKATCHEWAN,51.80594,-103.15645,36,9,23,1911,1943,N Bawlf Grain Co Ltd,Canadian National Rys,30000,cgn_direct
Pope,MANITOBA,50.11361,-100.72722,36,7,23,1911,1943,Security Elevator Co Ltd,Grand Trunk Pacific Ry Co,30000,cgn_direct
Tako,SASKATCHEWAN,52.39939,-109.01949,36,7,22,1911,1943,Standard Elevator Co Ltd,Canadian National Rys,70000,cgn_direct
Traynor,SASKATCHEWAN,52.24407,-108.38985,36,10,20,1912,1943,Canadian Elevator Co Ltd,Canadian Pacific,35000,cgn_direct
Thackeray,SASKATCHEWAN,52.52694,-108.76349,36,10,21,1912,1943,Saskatchewan Co-operative Elevator Co Ltd,Canadian Pacific,30000,cgn_direct
Fork River,MANITOBA,51.51167,-100.02028,36,7,20,1912,1943,Northern Elevator Co Ltd,Canadian National Rys,35000,cgn_direct
Birdtail,MANITOBA,50.72694,-100.88639,36,7,18,1915,1943,United Grain Growers Ltd,Canadian National Rys,30000,cgn_direct
Oakshela,SASKATCHEWAN,50.39401,-102.76059,36,9,17,1916,1943,Ogilvie Flour Mills Co Ltd,Canadian Pacific,35000,cgn_direct
Indus,ALBERTA,50.91583,-113.78,36,12,18,1914,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,55000,cgn_direct
Delburne,ALBERTA,52.19806,-113.23472,36,8,18,1914,1943,United Grain Growers Ltd,Canadian National Rys,41000,cgn_direct
Jarrow,ALBERTA,52.94083,-111.39528,36,7,17,1916,1943,Alberta Pacific Grain Co Ltd,Canadian National Rys,66000,cgn_direct
Kingman,ALBERTA,53.21333,-112.74944,36,8,17,1916,1943,United Grain Growers Ltd,Canadian National Rys,41000,cgn_direct
Goderich,ONTARIO,43.73813,-81.70455,36,6,19,1914,1943,Western Canada Flour Mills Co Ltd,Canadian Pacific,3000000,cgn_direct
Glamis,SASKATCHEWAN,51.38053,-107.8319,36,9,12,1923,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,70000,cgn_direct
McMahon,SASKATCHEWAN,50.07381,-107.55598,36,9,12,1923,1943,Saskatchewan Pool Elevators Ltd,Canadian Pacific,35000,cgn_direct
Sanctuary,SASKATCHEWAN,50.99271,-108.07399,36,7,12,1923,1943,Ogilvie Flour Mills Co Ltd,Canadian Pacific,35000,cgn_direct
Nut Mountain,SASKATCHEWAN,52.12857,-103.38141,36,7,12,1923,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,65000,cgn_direct
Vogel,SASKATCHEWAN,50.14259,-106.95382,36,6,11,1924,1943,Lake Of The Woods Milling Co Ltd,Canadian Pacific,50000,cgn_direct
Edgeley,SASKATCHEWAN,50.63841,-103.99619,36,9,12,1915,1943,Ogilvie Flour Mills Co Ltd,Canadian National Rys,35000,cgn_direct
Barrhead,ALBERTA,54.12167,-114.40361,36,7,8,1927,1943,United Grain Growers Ltd,Canadian Northern Alberta Ry Co,69000,cgn_direct
Birnie,MANITOBA,50.44722,-99.44,35,8,21,1911,1943,British America Elevator Co Ltd,Canadian Northern Ry Co,40000,cgn_direct
Makaroff,MANITOBA,51.35083,-101.50917,35,4,23,1911,1943,British America Elevator Co Ltd,Canadian National Rys,50000,cgn_direct
Ochre River,MANITOBA,51.06222,-99.78,35,10,22,1911,1943,National Elevator Co Ltd,Canadian National Rys,35000,cgn_direct
Lazare,MANITOBA,50.44889,-101.30417,35,7,23,1911,1943,Security Elevator Co Ltd,Grand Trunk Pacific Ry Co,30000,agent_high
Yarbo,MANITOBA,50.69558,-101.93361,35,8,22,1911,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,32000,cgn_direct
Rossendale,MANITOBA,49.82667,-98.61944,35,7,19,1915,1943,United Grain Growers Ltd,Canadian National Rys,30000,cgn_direct
Holbein,SASKATCHEWAN,53.2318,-106.19389,35,5,13,1921,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,58000,cgn_direct
Carruthers,SASKATCHEWAN,52.86863,-109.26237,35,11,19,1914,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,30000,cgn_direct
Finnie,SASKATCHEWAN,50.85516,-103.20077,35,9,19,1913,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Tatsfield,SASKATCHEWAN,52.81578,-109.16782,35,10,19,1914,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Round Hill,ALBERTA,53.16528,-112.63083,35,7,10,1923,1941,Alberta Pacific Grain Co Ltd,Canadian National Rys,41000,cgn_direct
Orkney,SASKATCHEWAN,49.14457,-107.91375,35,9,11,1924,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,43000,cgn_direct
La Riviere,MANITOBA,49.23833,-98.67889,35,10,13,1915,1943,Ogilvie Flour Mills Co Ltd,Canadian Pacific,40000,cgn_direct
Myrnam,ALBERTA,53.66167,-111.23028,35,8,7,1927,1941,United Grain Growers Ltd,Canadian Pacific,35000,cgn_direct
Bonnyville,ALBERTA,54.26722,-110.73861,35,14,7,1928,1943,Searle Grain Co Ltd,Canadian National Rys,62000,cgn_direct
Stockton,MANITOBA,49.58944,-99.45306,34,9,21,1911,1943,United Grain Growers Ltd,Canadian Pacific,30000,cgn_direct
Frys,MANITOBA,49.56981,-101.57714,34,6,23,1911,1943,Saskatchewan Elevator Co Ltd,Canadian Pacific,45000,cgn_direct
Warren,MANITOBA,50.13167,-97.54667,34,9,21,1911,1943,Arthur Lobb,Canadian National Rys,40000,cgn_direct
Duck Lake,SASKATCHEWAN,52.81217,-106.22605,34,8,23,1911,1943,North Star Grain Co Ltd,Canadian National Rys,30000,cgn_direct
Justice,MANITOBA,49.99611,-99.79917,34,9,23,1911,1943,Scottish Co-operative Wholesale Society Ltd,Grand Trunk Pacific Ry Co,40000,cgn_direct
Vera,SASKATCHEWAN,52.5456,-109.3372,34,8,22,1911,1943,Security Elevator Co Ltd,Canadian National Rys,35000,cgn_direct
Stelcam,SASKATCHEWAN,50.33391,-105.25965,34,6,19,1915,1943,Malden Elevator Co Ltd,Canadian Pacific,35000,cgn_direct
Merid,SASKATCHEWAN,51.43501,-109.88766,34,10,20,1913,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Beaufield,SASKATCHEWAN,51.75006,-109.10074,34,6,18,1915,1943,Alberta Pacific Grain Co Ltd,Canadian National Rys,30000,cgn_direct
Bremen,SASKATCHEWAN,52.37393,-105.7055,34,6,20,1914,1943,Beaver Elevator Co Ltd,Canadian National Rys,30000,cgn_direct
Grayburn,SASKATCHEWAN,50.53688,-105.83259,34,9,18,1915,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Prongua,SASKATCHEWAN,52.74398,-108.54399,34,8,18,1916,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,30000,cgn_direct
Iddesleigh,ALBERTA,50.73556,-111.30306,34,7,19,1915,1943,Alberta Pacific Grain Co Ltd,Canadian Pacific,41000,cgn_direct
Haight,ALBERTA,53.35,-112.32556,34,6,16,1918,1943,United Grain Growers Ltd,Canadian National Rys,53000,cgn_direct
Inland,ALBERTA,53.41889,-112.185,34,8,14,1920,1943,D R Davis Grain Co Ltd,Canadian National Rys,67000,cgn_direct
Joffre,ALBERTA,52.33611,-113.53722,34,10,16,1918,1943,United Grain Growers Ltd,Canadian National Rys,41000,cgn_direct
Ferintosh,ALBERTA,52.76583,-112.97167,34,11,18,1915,1943,N Bawlf Grain Co Ltd,Canadian National Rys,41000,cgn_direct
Clemens,SASKATCHEWAN,52.77937,-104.58173,34,5,11,1923,1943,Lake Of The Woods Milling Co Ltd,Canadian Pacific,31500,cgn_direct
Ens,SASKATCHEWAN,52.6965,-105.71316,34,8,12,1923,1943,Province Elevator Co Ltd,Canadian National Rys,35000,cgn_direct
Sylvania,SASKATCHEWAN,52.69629,-104.00684,34,8,11,1924,1943,Saskatchewan Pool Elevators Ltd,Canadian Pacific,30000,cgn_direct
Royal Park,ALBERTA,53.54,-112.20389,34,7,9,1925,1943,Gillespie Grain Co Ltd,Canadian National Rys,60000,cgn_direct
Clandonald,ALBERTA,53.57194,-110.71444,34,8,8,1927,1943,United Grain Growers Ltd,Canadian Pacific,41000,cgn_direct
Ebor,MANITOBA,49.74111,-101.33194,33,11,22,1911,1943,Geo Mcculloch & Sons Ltd,Canadian Pacific,35000,cgn_direct
Mowbray,MANITOBA,49.00139,-98.48639,33,11,20,1911,1943,United Grain Growers Ltd,Canadian Pacific,30000,cgn_direct
Walpole,MANITOBA,49.8804,-101.83376,33,9,23,1911,1943,Geo Mcculloch & Sons Ltd,Canadian Pacific,33000,cgn_direct
Glenella,MANITOBA,50.55694,-99.19278,33,6,21,1911,1943,Western Canada Flour Mills Co Ltd,Canadian Northern Ry Co,30000,cgn_direct
Ninette,MANITOBA,49.4,-99.62861,33,11,23,1911,1943,Manitoba Pool Elevators Ltd,Canadian Northern Ry Co,30000,cgn_direct
Rounthwaite,MANITOBA,49.67,-99.79611,33,7,17,1911,1943,Manitoba Pool Elevators Ltd,Canadian National Rys,50000,cgn_direct
Underhill,MANITOBA,49.44361,-100.38611,33,4,23,1911,1943,United Grain Growers Ltd,Canadian Northern Ry Co,53800,cgn_direct
Langbank,SASKATCHEWAN,50.04831,-102.297,33,6,23,1911,1943,British America Elevator Co Ltd,Canadian National Rys,50000,cgn_direct
Artland,SASKATCHEWAN,52.69291,-109.89829,33,7,19,1911,1943,Security Elevator Co Ltd,Canadian National Rys,35000,cgn_direct
Ambassador,SASKATCHEWAN,51.5667,-105.01724,33,5,19,1914,1943,State Elevator Co Ltd,Canadian Pacific,35000,cgn_direct
Fenton,SASKATCHEWAN,53.01384,-105.59185,33,6,16,1918,1943,North Star Grain Co Ltd,Canadian National Rys,45000,cgn_direct
Spruce Lake,SASKATCHEWAN,53.54304,-109.0867,33,5,13,1921,1943,North Star Grain Co Ltd,Canadian National Rys,55000,cgn_direct
Tadmore,SASKATCHEWAN,51.83437,-102.47913,33,9,14,1920,1943,Northern Elevator Co Ltd,Canadian National Rys,80000,cgn_direct
Young's Siding,SASKATCHEWAN,51.76523,-105.74447,33,9,16,1916,1943,N Bawlf Grain Co Ltd,Canadian National Rys,30000,agent_high
Eckville,ALBERTA,52.36,-114.36694,33,6,16,1918,1943,Home Grain Co Ltd,Canadian Pacific,32000,cgn_direct
Conrich,ALBERTA,51.09333,-113.86333,33,5,15,1919,1943,Independent Grain Co Ltd,Canadian National Rys,80000,cgn_direct
Kathryn,ALBERTA,51.21833,-113.70833,33,8,17,1916,1943,Alberta Pacific Grain Co Ltd,Canadian National Rys,57000,agent_medium
Glasnevin,SASKATCHEWAN,49.55003,-105.05055,33,8,20,1913,1943,Federal Grain Co Ltd,Canadian Pacific,30000,cgn_direct
Berwyn,ALBERTA,56.14639,-117.73639,33,9,12,1923,1943,Midland & Pacific Grain Corp Ltd,Canadian Northern Alberta Ry Co,55000,cgn_direct
Fosston,SASKATCHEWAN,52.19127,-103.81428,33,5,11,1924,1943,United Grain Growers Ltd,Canadian Pacific,35000,cgn_direct
Shamrock,SASKATCHEWAN,50.16072,-106.62495,33,6,10,1924,1943,Lake Of The Woods Milling Co Ltd,Canadian Pacific,30000,cgn_direct
Pontrilas,SASKATCHEWAN,53.20557,-104.03263,33,6,10,1925,1943,Saskatchewan Pool Elevators Ltd,Canadian Pacific,50000,cgn_direct
Hay Lake,ALBERTA,53.19667,-113.05722,33,8,10,1917,1943,United Grain Growers Ltd,Canadian National Rys,40000,agent_high
Wostok,ALBERTA,53.84194,-112.46139,33,8,6,1928,1943,United Grain Growers Ltd,Canadian Pacific,40000,cgn_direct
Arborfield,SASKATCHEWAN,53.10567,-103.66074,33,6,6,1929,1943,Western Grain Co Ltd,Canadian National Rys,58000,cgn_direct
Ewart,MANITOBA,49.64667,-101.21611,32,4,23,1911,1943,Lake Of The Woods Milling Co Ltd,Canadian Pacific,50000,cgn_direct
Adair,SASKATCHEWAN,50.331,-103.169,32,6,23,1911,1943,N M Paterson & Co Ltd,Canadian Pacific,35000,lynch_map_interp
North Portal,SASKATCHEWAN,49.00083,-102.549,32,9,23,1911,1943,Dominion Elevator Co Ltd,Canadian Pacific,35000,cgn_direct
Tilley,ALBERTA,50.45222,-111.65333,32,10,21,1911,1943,Pioneer Grain Co Ltd,Canadian Pacific,81000,cgn_direct
Laurier,MANITOBA,50.88972,-99.56028,32,7,21,1911,1943,Union Grain Co Ltd,Canadian National Rys,30000,cgn_direct
St. Rose du Lac,MANITOBA,51.05944,-99.52333,32,10,19,1911,1943,United Grain Growers Ltd,Canadian National Rys,50000,agent_high
Howell,SASKATCHEWAN,52.30644,-105.8999,32,7,11,1911,1921,Saskatchewan Co-operative Elevator Co Ltd,Canadian Northern Ry Co,37000,lynch_map_interp
Gillespie,SASKATCHEWAN,50.8214,-103.40044,32,7,23,1911,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Poplar Point,MANITOBA,50.05694,-97.97667,32,6,20,1912,1943,Ogilvie Flour Mills Co Ltd,Canadian Pacific,30000,cgn_direct
Pearce,ALBERTA,49.79222,-113.25611,32,10,22,1912,1943,Midland Grain Co Ltd,Canadian Pacific,35000,cgn_direct
Ryerson,MANITOBA,49.78562,-101.67053,32,7,22,1912,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Zehner,SASKATCHEWAN,50.57177,-104.45164,32,11,20,1912,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Menzie,MANITOBA,50.53139,-100.49028,32,7,16,1915,1943,British America Elevator Co Ltd,Canadian National Rys,37000,cgn_direct
