station,province,lat,lon,coord_source,1911_n,1911_cap,1912_n,1912_cap,1913_n,1913_cap,1914_n,1914_cap,1915_n,1915_cap,1916_n,1916_cap,1917_n,1917_cap,1918_n,1918_cap,1919_n,1919_cap,1920_n,1920_cap,1921_n,1921_cap,1923_n,1923_cap,1924_n,1924_cap,1925_n,1925_cap,1926_n,1926_cap,1927_n,1927_cap,1928_n,1928_cap,1929_n,1929_cap,1930_n,1930_cap,1939_n,1939_cap,1940_n,1940_cap,1941_n,1941_cap,1943_n,1943_cap
1st Siding South of Melfort,SASKATCHEWAN,,,,,,1,30000,1,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1st Siding West of Tessier,SASKATCHEWAN,,,,,,1,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2nd Siding South of Melfort,SASKATCHEWAN,,,,,,1,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abbey,SASKATCHEWAN,50.73664,-108.75758,cgn_direct,,,,,3,90000,3,90000,4,120000,6,190000,6,190000,6,190000,5,160000,5,160000,5,160000,5,160000,5,160000,5,160000,5,160000,5,160000,5,160000,5,158000,6,197000,5,168000,5,168000,10,340000,5,170000
Abbott,SASKATCHEWAN,49.58337,-104.40054,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35000,1,35000,1,35000,1,35000,2,70000,1,35000
Abee,ALBERTA,54.23778,-113.02778,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7000,1,30000,1,30000,2,60000,1,30000
Aberdeen,SASKATCHEWAN,52.32554,-106.29151,cgn_direct,4,100000,5,130000,5,135000,5,125000,5,125000,,,5,156000,5,161000,5,161000,5,161000,5,161000,6,196000,6,196000,6,211000,6,211000,6,195000,6,190000,6,205000,6,200000,6,201000,6,202000,12,404000,6,202000
Aberdeen.....✓,SASKATCHEWAN,52.32554,-106.29151,cgn_direct,,,,,,,,,,,5,145000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aberfeldy,SASKATCHEWAN,53.25008,-109.88411,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,35000,2,57500,2,57000,4,114000,2,57000
Abernethy,SASKATCHEWAN,50.74453,-103.41816,cgn_direct,5,148000,5,143000,5,138000,5,148000,5,148000,5,148000,5,148000,5,148000,5,148000,5,143000,5,143000,5,143000,5,143000,5,143000,5,153000,5,158000,5,158000,5,158000,5,160000,5,139000,5,130000,10,264000,5,132000
Academy,ALBERTA,50.85667,-114.04028,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20000,1,20000,2,40000,1,20000
Acadia Valley,ALBERTA,51.15694,-110.20972,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35000,1,35000,2,75000,2,75000,2,75000,2,76000,2,140000,4,152000,2,76000
Acheson,ALBERTA,53.55028,-113.77472,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,1,30000,1,30000,1,30000,1,30000,1,30000,2,60000,2,60000,2,60000,2,59000,2,91000,4,118000,2,61000
Acme,ALBERTA,51.49722,-113.50861,cgn_direct,2,45000,2,45000,3,80000,3,80000,3,80000,4,113000,,,4,169000,4,169000,4,167000,4,167000,4,167000,4,167000,4,167000,4,175000,5,192000,,,5,192000,5,182000,5,181000,5,213000,10,372000,5,186000
Adair,SASKATCHEWAN,50.331,-103.169,lynch_map_interp,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,2,60000,2,60000,2,55000,2,58000,2,63000,4,126000,2,63000
Adams,SASKATCHEWAN,50.46671,-104.86722,cgn_direct,,,,,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,2,65000,2,65000,2,60000,2,60000,2,59000,4,118000,2,59000
Adanac,SASKATCHEWAN,52.45285,-109.05628,cgn_direct,4,105000,4,110000,4,100000,4,100000,4,100000,4,100000,4,100000,4,95904,4,95904,4,95904,4,95904,3,80904,3,80904,3,80904,3,81000,4,111000,4,113000,4,128000,4,13000,4,147900,4,141900,8,279800,4,139900
Adine,SASKATCHEWAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,,,,,,,,,,,,,,,,,,,,
Admiral,SASKATCHEWAN,49.71669,-108.01735,cgn_direct,,,,,,,2,58000,3,88000,4,118000,5,148000,4,118500,4,118000,4,118000,4,118000,5,153000,5,153000,5,153000,5,168000,5,165000,6,190000,5,165000,5,159000,4,114000,4,116000,8,246000,4,123000
Agnew,MANITOBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32000,1,32000,1,32000,1,30000,1,30000,2,60000,1,30000
Aikens,SASKATCHEWAN,,,,,,1,25000,1,25000,1,25000,1,25000,2,55000,,,2,55000,2,50000,1,25000,1,25000,1,20500,1,20500,1,25000,,,,,,,,,,,,,,,,,,
Aikins,SASKATCHEWAN,50.33337,-107.70067,cgn_direct,1,25000,,,,,,,,,,,2,55000,,,,,,,,,,,,,,,,,1,25000,,,1,25000,1,25000,,,,,,,,
Aiktow,SASKATCHEWAN,51.03011,-106.50887,lynch_map_interp,1,28000,1,28000,1,28000,1,28000,1,28000,1,28000,1,28000,1,28000,1,28000,1,28000,1,28000,1,28000,1,28000,1,28000,,,,,,,,,,,,,,,,,,
Airdrie,ALBERTA,51.29222,-114.01417,cgn_direct,2,60000,2,60000,2,60000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,2,70000,2,70000,,,3,110500,3,108000,3,145000,3,177000,6,290000,3,145000
Airedale,SASKATCHEWAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,,,,,,,,,,,,,,,,,,,,
Ajkins,SASKATCHEWAN,50.33337,-107.70067,agent_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25000,,,,,,,,,,,,,,,,
Alameda,SASKATCHEWAN,49.26815,-102.28706,cgn_direct,5,154000,5,154000,5,155000,4,130000,4,130000,4,135000,3,90000,3,110000,3,110000,3,135000,3,135000,3,95000,3,90000,3,90000,3,90000,4,120000,4,125000,4,140000,4,132000,4,127000,4,122000,8,260000,4,100000
Alaska,SASKATCHEWAN,,,,,,,,,,2,58000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albertville,SASKATCHEWAN,53.39445,-105.53826,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29000,1,30000,2,60000,1,30000
Albright,ALBERTA,55.26583,-119.49722,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,1,30000,1,30000,1,30000,2,60000,1,30000
Alcester,MANITOBA,,,,1,25000,1,25000,,,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,,,1,25000,1,20000,1,20000,,,,,,,,
Alcock,ALBERTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,94000,,,,,,,,
Alcock..... (Glendon),ALBERTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,94000,3,94000,,,,,,,,,,
Alcomdale,ALBERTA,53.89306,-113.83806,cgn_direct,,,,,,,,,,,,,,,,,,,1,40000,1,40000,1,40000,1,40000,1,40000,1,40000,1,40000,1,40000,1,35000,,,2,65000,2,65000,4,130000,2,65000
Alderson,ALBERTA,50.28306,-111.34528,cgn_direct,,,,,,,,,3,70000,4,107000,4,127000,4,127000,4,127000,4,125000,4,125000,2,65000,1,30000,,,,,,,,,,,,,,,,,,,,
Aldersyde,ALBERTA,50.67611,-113.87889,cgn_direct,3,85000,2,55000,2,55000,2,55000,3,90000,3,90000,3,90000,3,90000,3,90000,3,90000,3,90000,3,90000,3,90000,3,90000,3,90000,3,90000,,,4,123500,4,123500,4,117500,4,149000,8,234000,4,117000
Aleomdale,ALBERTA,53.89306,-113.83806,agent_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35000,,,,,,,,
Alexander,MANITOBA,49.83,-100.29528,cgn_direct,5,159000,4,135000,5,170000,4,140000,4,135000,3,100000,4,130000,4,130000,3,100000,3,100000,,,3,100000,1,,2,70000,2,70000,3,110000,2,80000,1,,2,80000,2,80000,2,80000,3,80000,2,80000
Alexander.....*,MANITOBA,49.83,-100.29528,cgn_direct,,,,,,,,,,,,,,,,,,,,,3,100000,,,,,,,,,,,,,,,,,,,,,,,,
Alhambra,ALBERTA,52.34306,-114.6725,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,1,30000,1,30000,1,30000,,,1,30000,1,28000,1,26000,1,26000,2,52000,1,26000
Alida,MANITOBA,49.38901,-101.87429,cgn_direct,,,,,2,55000,2,55000,,,2,55000,2,50000,2,55000,2,55000,2,55000,2,55000,2,55000,2,55000,2,55000,2,60000,3,90000,3,85000,3,90000,3,90000,3,84000,3,75000,6,150000,3,75000
"Alida,",MANITOBA,49.38901,-101.87429,cgn_direct,,,,,,,,,2,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alix,ALBERTA,52.4,-113.17972,cgn_direct,1,15000,1,10000,,,1,10000,1,10000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,,,2,25000,1,35000,2,54000,2,54000,4,108000,1,20000
Alix..... (See page 125),ALBERTA,52.4,-113.17972,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34000
Alix..... (also C.N.R.),ALBERTA,52.4,-113.17972,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20000,,,,,,,,
Alix..... (also C.P.R.),ALBERTA,52.4,-113.17972,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35000,,,,,,,,,,
Aliz,ALBERTA,,,,,,,,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan,SASKATCHEWAN,51.89588,-106.06037,cgn_direct,3,90000,3,90000,3,90000,3,90000,3,90000,3,90000,4,120000,4,120000,4,120000,4,120000,4,120000,4,120000,5,160000,5,160000,5,160000,5,160000,5,150000,6,194000,6,192000,6,178000,6,176000,12,354000,6,177000
Alliance,ALBERTA,52.43444,-111.78528,cgn_direct,,,,,,,,,1,30000,2,60000,,,3,105000,3,135000,3,135000,4,215000,4,225000,4,225000,4,225000,5,255000,6,315000,6,330000,6,340000,6,318000,6,346000,6,330000,12,662000,6,351000
Alliance Branch Mile- age 10,ALBERTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25000,,,,,,,,,,,,,,
Alliance Sub. (Siding 4-4),ALBERTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15000,1,15000,,,,,,,,,,,,,,
Allingham,ALBERTA,51.70278,-113.59528,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,64000,2,59000,2,59000,4,120000,2,60000
Alness,ALBERTA,51.65417,-111.73139,cgn_direct,,,,,,,1,30000,1,30000,1,30000,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,,,,,,,,,,,,,,,,,,
Alonsa,MANITOBA,50.79889,-98.97444,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,1,30000,1,30000,1,30000,1,30000,,,1,30000,1,30000,1,30000,,,,,,,,
Alsask,SASKATCHEWAN,51.37972,-109.99701,cgn_direct,,,2,58000,2,58000,,,3,88000,3,98000,,,5,178000,5,178000,6,208000,5,178000,5,178000,5,178000,5,178000,3,108000,3,108000,3,115000,3,110000,3,120000,3,96000,3,96000,6,194000,3,97000
Alstock,SASKATCHEWAN,51.31087,-103.98005,agent_medium,,,,,,,,,,,,,6,205000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altamont,MANITOBA,49.39861,-98.49722,cgn_direct,2,65000,2,53000,2,55000,3,85000,3,85000,1,,2,51000,2,51000,2,51000,2,51000,2,51000,2,51000,2,51000,3,83000,3,97000,,,3,97000,3,97000,3,97000,3,80000,3,80000,6,166000,3,83000
Altario,ALBERTA,51.91861,-110.16222,cgn_direct,,,,,,,,,,,,,,,,,,,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,,,3,95000,3,110000,2,70000,2,69000,4,138000,2,69000
Alticane,SASKATCHEWAN,52.90006,-107.48395,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35000,2,65000,2,61000,2,61000,2,61000,2,65000,2,65000
Alticané,SASKATCHEWAN,52.90006,-107.48395,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,65000,,
Altona,MANITOBA,49.10472,-97.55889,cgn_direct,4,136000,5,149000,4,131000,4,131000,4,131000,4,131000,4,131000,4,131000,4,131000,4,131000,3,111000,3,111000,1,,3,111000,3,111000,3,111000,3,113000,1,,3,104000,3,111500,3,116500,4,116500,3,116500
Alvena,SASKATCHEWAN,52.51841,-106.01926,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40000,2,71000,4,176800,4,176800,8,353600,4,176800
Amaranth,MANITOBA,50.59556,-98.73833,cgn_direct,,,,,,,,,,,,,2,24500,1,20000,1,20000,1,20000,1,20000,1,20000,1,20000,1,20000,1,20000,,,1,20000,1,20000,1,20000,,,,,,,,
Amazon,SASKATCHEWAN,51.55004,-105.45059,cgn_direct,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,,,1,30000,1,30000,2,60000,3,90000,3,90000,3,90000,3,95000,3,95000,3,95000,3,95000,3,91000,2,63000,2,68000,4,136000,2,68000
Ambassador,SASKATCHEWAN,51.5667,-105.01724,cgn_direct,,,,,,,1,30000,1,30000,1,30000,1,30000,,,1,30000,1,30000,1,30000,2,60000,2,60000,2,60000,2,60000,2,55000,2,55000,2,60000,2,58000,2,56000,2,51000,4,102000,2,51000
Amberley,SASKATCHEWAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,,,,,,,,,,,,,,,,,,,,
Amiens,SASKATCHEWAN,53.31672,-107.2506,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,1,30000,2,60000,1,30000
Amisk,ALBERTA,52.56556,-111.05722,cgn_direct,1,5000,2,17000,2,17000,3,52000,2,60000,2,65000,2,65000,2,65000,2,65000,2,65000,2,65000,2,65000,2,65000,2,65000,2,65000,3,97000,,,3,90500,3,96500,3,110000,3,140000,6,240000,3,120000
Amsterdam,SASKATCHEWAN,51.7478,-102.45898,cgn_direct,,,,,,,,,1,30000,1,30000,1,30000,2,60000,2,60000,2,60000,2,60000,2,60000,2,85000,2,85000,2,85000,2,85000,2,85000,2,85000,2,72000,2,67000,2,67000,4,134000,2,67000
Amulet,SASKATCHEWAN,49.6167,-104.75055,cgn_direct,1,25000,2,50000,2,53000,2,50000,2,50000,2,50000,,,,,2,55000,2,55000,2,55000,2,55000,2,55000,2,55000,2,55000,2,58000,2,58000,3,95000,2,65000,2,55000,2,55000,4,130000,2,65000
Andrew,ALBERTA,53.87833,-112.33528,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,205000,6,205000,6,198000,6,198000,12,402000,6,201000
Anerley,SASKATCHEWAN,51.36671,-107.31732,cgn_direct,,,,,1,30000,2,60000,2,60000,2,60000,2,66000,2,66000,2,66000,2,66000,2,66000,2,66000,2,66000,2,66000,2,66000,3,91000,3,77000,3,89000,3,88000,3,77000,3,77000,6,156000,3,78000
Aneroid,SASKATCHEWAN,49.71641,-107.3001,cgn_direct,,,,,3,88000,4,118000,4,118000,5,148000,7,205000,,,7,206000,7,201000,7,201000,7,201000,7,201000,8,233000,7,215000,7,212000,7,212000,7,202000,7,198000,7,183000,7,178000,14,362000,7,181000
Anglia,SASKATCHEWAN,51.56672,-108.16736,cgn_direct,,,1,30000,2,60000,2,60000,3,90000,3,90000,,,,,3,93000,3,93000,3,93000,3,93000,3,93000,3,93000,3,90000,3,90000,4,120000,,,4,111000,4,112000,4,112000,8,224000,4,112000
Anglin,SASKATCHEWAN,51.56672,-108.16736,agent_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,116000,,,,,,,,,,
Angusville,MANITOBA,50.73556,-101.02056,cgn_direct,2,50000,2,50000,2,50000,2,50000,2,55000,1,,3,85000,3,95000,3,100000,3,100000,3,155000,4,185000,4,185000,4,185000,4,185000,,,4,167000,4,167000,4,122000,4,146000,4,146000,8,292000,4,146000
Ankerton,ALBERTA,52.73028,-112.33,cgn_direct,,,,,,,,,,,,,,,,,2,95000,2,65000,2,100000,2,100000,2,100000,2,100000,2,100000,2,100000,2,100000,2,100000,2,95000,2,85000,2,85000,4,170000,2,55000
Antelope,SASKATCHEWAN,50.15004,-108.33403,cgn_direct,,,,,2,58000,1,,2,58000,3,88000,4,105000,,,4,118000,4,118000,4,118000,4,118000,4,118000,4,118000,4,118000,4,115000,4,115000,4,115000,4,121000,4,114000,4,99000,8,244000,4,122000
Antler,MANITOBA,49.56605,-101.45752,cgn_direct,3,80000,3,80000,3,80000,1,,3,80000,3,75000,3,75000,,,3,78000,3,78000,3,78000,3,78000,3,78000,3,78000,3,78000,4,108000,4,113000,4,115000,4,110000,4,109000,4,84000,8,214000,4,59000
Aquadell,SASKATCHEWAN,50.63336,-106.78396,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35000,1,35000,1,35000,2,70000,1,35000
Arat,SASKATCHEWAN,,,,1,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arberg,MANITOBA,50.90722,-97.21694,agent_medium,,,,,,,,,,,,,1,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arborfield,SASKATCHEWAN,53.10567,-103.66074,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,129000,4,127000,5,190000,5,211000,10,422000,5,211000
Arborg,MANITOBA,50.90722,-97.21694,cgn_direct,,,,,,,,,,,,,,,1,50000,1,50000,1,6000,1,6000,2,40000,1,,2,40000,2,40000,2,40000,2,40000,1,,2,40000,2,28000,3,58000,4,58000,3,58000
Arbuthnot,SASKATCHEWAN,49.8167,-106.90063,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,70000,2,70000,4,140000,2,70000
Archerwell,SASKATCHEWAN,52.43899,-103.86101,agent_high,,,,,,,,,,,,,,,,,,,,,,,,,2,60000,,,,,,,,,,,,,,,,,,,,
Archerwill,SASKATCHEWAN,52.43899,-103.86101,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,3,105000,3,100000,6,220000,3,110000
Archive,SASKATCHEWAN,50.28336,-105.61724,cgn_direct,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,2,60000,1,30000
Archydal,SASKATCHEWAN,50.48336,-105.75058,cgn_direct,,,,,,,,,1,30000,1,30000,1,30000,1,30000,,,,,,,,,,,1,30000,1,30000,1,30000,2,65000,2,65000,2,60000,2,60000,2,60000,4,120000,2,60000
Archydale,SASKATCHEWAN,50.48336,-105.75058,agent_high,,,,,2,60000,1,30000,,,,,,,,,1,30000,1,30000,1,30000,1,30000,1,30000,,,,,,,,,,,,,,,,,,,,
Arclee,SASKATCHEWAN,52.25923,-107.50326,agent_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,137000,,,,,,,,,,
Arcola,SASKATCHEWAN,49.63545,-102.49192,cgn_direct,6,172000,5,142000,6,140000,1,,6,135000,5,138000,6,154000,,,6,170000,5,136000,5,116000,5,117000,5,117000,5,117000,5,111000,3,88000,4,110000,4,115000,4,110000,4,104000,4,99000,8,198000,4,99000
Ardath,SASKATCHEWAN,51.61671,-107.23398,cgn_direct,1,25000,3,80000,3,85000,3,85000,3,90000,3,90000,,,4,128000,4,130000,4,130000,4,130000,4,130000,4,130000,4,130000,4,130000,4,130000,4,130000,4,130000,4,124000,3,86000,3,90000,6,180000,3,90000
Ardell,SASKATCHEWAN,49.92685,-109.3222,agent_high,,,,,,,,,,,,,2,55000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arden,MANITOBA,50.27722,-99.26972,cgn_direct,2,65000,2,65000,2,65000,2,65000,2,65000,2,70000,2,70000,2,70000,2,70000,2,70000,2,70000,2,70000,1,,2,70000,3,120000,3,120000,3,120000,1,,3,120000,3,115300,3,115000,4,115000,3,115000
Ardenode,ALBERTA,51.14444,-113.42361,cgn_direct,,,,,,,,,,,1,10000,,,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,10000,1,30000,1,30000,1,30000,1,30000,1,30000,1,28000,1,26000,2,52000,1,26000
Ardill,SASKATCHEWAN,49.93923,-105.84199,cgn_direct,,,,,,,,,1,25000,2,55000,,,2,58000,2,58000,3,88000,3,88000,4,118000,3,88000,3,88000,3,88000,3,90000,3,90000,3,83000,3,78000,3,72000,3,72000,6,158000,3,79000
Ardley,ALBERTA,52.26139,-113.2275,cgn_direct,,,,,,,,,,,,,,,,,,,1,20000,1,20000,1,20000,1,20000,1,15000,1,15000,1,15000,1,32000,1,32000,1,32000,1,30000,1,30000,2,60000,1,30000
Ardmore,ALBERTA,54.33194,-110.48278,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,1,30000,2,56000,,
Ardmore..... (Formerly Coste),ALBERTA,54.33194,-110.48278,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28000
Ardrossan,ALBERTA,53.55222,-113.14389,cgn_direct,,,,,,,,,,,,,,,,,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,2,65000,2,65000,2,60000,2,59000,2,89000,4,114000,2,57000
Arelee,SASKATCHEWAN,52.25923,-107.50326,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,132000,,,4,137000,4,165000,4,165000,8,330000,4,165000
Argo,SASKATCHEWAN,52.01672,-108.10068,cgn_direct,,,,,,,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,4,120000,2,56000
Argue,MANITOBA,49.4475,-100.44556,cgn_direct,2,53000,2,53000,2,50000,2,47500,2,48000,1,,2,50000,2,50000,2,50000,1,35000,1,35000,1,35000,1,35000,1,35000,1,35000,,,1,35000,1,35000,1,35000,1,30000,1,30000,2,60000,1,30000
Argyle,MANITOBA,50.18111,-97.45444,cgn_direct,,,,,1,20000,1,20000,1,20000,1,15000,1,15000,1,15000,1,15000,1,10000,1,10000,1,15000,1,15000,1,15000,1,15000,,,1,15000,1,15000,1,15000,1,10000,1,10000,2,60000,1,30000
Arlet,SASKATCHEWAN,,,,,,,,,,,,,,,,2,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arma,SASKATCHEWAN,52.58338,-106.36725,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,1,30000,2,65000,2,67000,2,60000,2,61000,2,61000,4,122000,2,61000
Arma Siding,SASKATCHEWAN,52.58338,-106.36725,agent_high,,,,,,,,,,,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,,,,,,,,,,,,,,,,,,
Armada,ALBERTA,50.41389,-112.75361,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32000,1,32000,1,32000,,,2,97000,2,97000,2,93000,2,93000,4,186000,2,93000
Armena,ALBERTA,53.1225,-112.94889,cgn_direct,,,,,,,1,35000,1,35000,1,35000,,,1,35000,1,35000,1,35000,1,35000,1,35000,1,35000,1,35000,1,35000,2,65000,3,105000,3,100000,3,105000,3,117000,3,117000,6,234000,3,117000
Armilla,SASKATCHEWAN,49.63336,-102.58381,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25000,1,20000,1,25000,1,25000,1,30000,2,50000,1,25000
Armistice,ALBERTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,1,30000,1,30000,1,26000,1,26000,1,26000,2,60000,1,30000
Armley,SASKATCHEWAN,53.11669,-104.0338,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,2,60000,2,60000,2,60000,2,60000,2,63000,2,63000,2,57000,2,57000,4,114000,2,57000
Armour,SASKATCHEWAN,50.51671,-104.61722,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35000,1,56500,2,113000,1,56500
Armstrong,ALBERTA,50.44833,-119.19667,cgn_direct,1,70000,,,,,,,,,,,,,2,22000,2,22000,2,10000,2,23000,1,6000,,,,,,,1,24000,,,1,20000,1,20000,1,20000,1,20000,2,40000,1,
Armstrong.....*,ALBERTA,50.44833,-119.19667,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,1,6000,,,,,,,,,,,,,,,,,,,,
Arnaud,MANITOBA,49.25028,-97.10389,cgn_direct,2,57000,2,57000,2,57000,2,57000,2,57000,2,57000,2,56000,2,56000,2,56000,2,56000,2,56000,2,56000,1,,2,56000,2,56000,2,54000,2,54000,1,,2,54000,2,67000,2,67000,3,67000,2,67000
Arneson,ALBERTA,51.18667,-110.075,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35000,1,30000,1,30000,1,34000,1,34000,2,68000,1,34000
Arpiers,SASKATCHEWAN,51.95003,-105.78393,cgn_direct,,,,,,,,,,,,,,,1,30000,1,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arquath,SASKATCHEWAN,,,,,,,,,,,,,,,,4,128000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arran,MANITOBA,51.88447,-101.71862,cgn_direct,2,57000,2,57000,2,57000,2,60000,2,60000,2,55000,2,55000,4,137000,4,137000,4,127000,4,127000,4,147000,4,147000,4,147000,4,147000,4,137000,4,137000,4,134000,4,126600,4,131800,4,132000,8,264000,4,132000
Arrow River,MANITOBA,50.14389,-100.89333,cgn_direct,2,55000,2,55000,2,55000,2,55000,3,85000,3,85000,3,85000,3,85000,3,85000,3,85000,3,85000,2,55000,1,,2,55000,2,55000,2,55000,2,55000,1,,2,50000,2,49000,2,44000,3,45000,2,45000
Arrowwood,ALBERTA,50.73944,-113.14833,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,6,202000,5,167000,5,192000,,,7,302000,7,307000,7,337000,7,333000,14,642000,7,249000
Artland,SASKATCHEWAN,52.69291,-109.89829,cgn_direct,1,25000,,,,,,,,,1,30000,1,30000,1,30000,2,60000,2,60000,2,60000,2,60000,2,60000,1,30000,1,30000,1,30000,2,65000,2,65000,2,60000,2,60000,2,59000,4,118000,2,59000
Arvilla,ALBERTA,53.99167,-114.0025,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26000,1,26000,2,52000,1,26000
